id	pop	hybrid.index	heterozygosity	perc.missing
PDOM2022NLD0043F_SAMPLE	PDOM2022NLD0043F_SAMPLE	House	0.0727206946454414	0.128075253256151	0.0611413043478261
PDOM2022NLD0044M_SAMPLE	PDOM2022NLD0044M_SAMPLE	House	0.0879888268156425	0.150837988826816	0.0271739130434783
PDOM2022NLD0045M_SAMPLE	PDOM2022NLD0045M_SAMPLE	House	0.0963431786216596	0.168776371308017	0.0339673913043478
PDOM2022NLD0046M_SAMPLE	PDOM2022NLD0046M_SAMPLE	House	0.138380281690141	0.203521126760563	0.0353260869565217
PDOM2022NLD0047F_SAMPLE	PDOM2022NLD0047F_SAMPLE	House	0.0983606557377049	0.176764076977904	0.046875
PDOM2022NLD0048F_SAMPLE	PDOM2022NLD0048F_SAMPLE	House	0.0709090909090909	0.134545454545455	0.0658967391304348
PDOM2022NLD0072M_SAMPLE	PDOM2022NLD0072M_SAMPLE	House	0.088768115942029	0.158695652173913	0.0625
PDOM2022NLD0077M_SAMPLE	PDOM2022NLD0077M_SAMPLE	Meerkerk	0.113259668508287	0.17817679558011	0.016304347826087
PDOM2022NLD0078F_SAMPLE	PDOM2022NLD0078F_SAMPLE	House	0.0672713529856387	0.123960695389267	0.101222826086957
PDOM2022NLD0080F_SAMPLE	PDOM2022NLD0080F_SAMPLE	House	0.104002859185132	0.182273052180129	0.0495923913043478
PDOM2022NLD0081F_SAMPLE	PDOM2022NLD0081F_SAMPLE	House	0.106461086637298	0.158590308370044	0.0747282608695652
PDOM2022NLD0082F_SAMPLE	PDOM2022NLD0082F_SAMPLE	House	0.0804195804195804	0.131468531468531	0.0285326086956522
PDOM2022NLD0107J_SAMPLE	PDOM2022NLD0107J_SAMPLE	House	0.0723359209597742	0.123500352858151	0.0373641304347826
PDOM2022NLD0108J_SAMPLE	PDOM2022NLD0108J_SAMPLE	House	0.144625176803395	0.270862800565771	0.0394021739130435
PI22NLD0001M_SAMPLE	PI22NLD0001M_SAMPLE	Y150239	0.14488854727133	0.202152190622598	0.11616847826087
