"GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term","Category"
"GO:0002682",0.0131675300104611,14.5492063492063,0.182282793867121,"2","8","Regulation of Immune System Process","upper"
NA,NA,NA,NA,"","","Regulation of Immune System Process","lower"
NA,NA,NA,NA,"","","Regulation of Immune System Process","outliers"
"GO:0050776",0.0100238230748182,17.4628571428571,0.159497444633731,"2","7","Regulation of Immune Response","upper"
NA,NA,NA,NA,"","","Regulation of Immune Response","lower"
NA,NA,NA,NA,"","","Regulation of Immune Response","outliers"
"GO:1900046",0.00618305336011174,41.6558139534884,0.138628620102215,"2","3","Regulation of Hemostasis","outliers"
NA,NA,NA,NA,"","","Regulation of Hemostasis","lower"
NA,NA,NA,NA,"","","Regulation of Hemostasis","upper"
"GO:0050818",0.0119899295590675,20.8232558139535,0.184838160136286,"2","4","Regulation of Coagulation","outliers"
NA,NA,NA,NA,"","","Regulation of Coagulation","lower"
NA,NA,NA,NA,"","","Regulation of Coagulation","upper"
"GO:0042127",0.00299528455359914,43.6857142857143,0.0911413969335605,"2","4","Regulation of Cell Population Proliferation","upper"
"GO:0042127",0.0119899295590675,20.8232558139535,0.184838160136286,"2","4","Regulation of Cell Population Proliferation","outliers"
NA,NA,NA,NA,"","","Regulation of Cell Population Proliferation","lower"
"GO:0030193",0.00618305336011174,41.6558139534884,0.138628620102215,"2","3","Regulation of Blood Coagulation","outliers"
NA,NA,NA,NA,"","","Regulation of Blood Coagulation","lower"
NA,NA,NA,NA,"","","Regulation of Blood Coagulation","upper"
"GO:0032482",0.010573787386514,16.9666666666667,0.16396933560477,"2","7","Rab Protein Signal Transduction","lower"
"GO:0032482",0.0382780139780647,8.32372093023256,0.323466780238501,"2","7","Rab Protein Signal Transduction","outliers"
NA,NA,NA,NA,"","","Rab Protein Signal Transduction","upper"
"GO:0170040",0.0175801199162305,12.1137566137566,0.210817717206133,"2","9","Proteinogenic Amino Acid Catabolic Process","lower"
NA,NA,NA,NA,"","","Proteinogenic Amino Acid Catabolic Process","outliers"
NA,NA,NA,NA,"","","Proteinogenic Amino Acid Catabolic Process","upper"
"GO:0006612",0.016679867622858,12.4680272108844,0.205068143100511,"2","9","Protein Targeting to Membrane","upper"
"GO:0006612",0.00664599264668795,10.4509345794393,0.415885860306644,"3","9","Protein Targeting to Membrane","outliers"
NA,NA,NA,NA,"","","Protein Targeting to Membrane","lower"
"GO:0045047",0.016679867622858,12.4680272108844,0.205068143100511,"2","9","Protein Targeting to Er","upper"
"GO:0045047",0.00664599264668795,10.4509345794393,0.415885860306644,"3","9","Protein Targeting to Er","outliers"
NA,NA,NA,NA,"","","Protein Targeting to Er","lower"
"GO:0006605",0.00428656424514376,11.0024038461538,0.341780238500852,"3","15","Protein Targeting","upper"
"GO:0006605",0.00404677738509109,7.62782757148954,0.693143100511073,"4","15","Protein Targeting","outliers"
NA,NA,NA,NA,"","","Protein Targeting","lower"
"GO:0070646",0.00589627971444159,4.80529100529101,1.17120954003407,"5","50","Protein Modification By Small Protein Removal","lower"
NA,NA,NA,NA,"","","Protein Modification By Small Protein Removal","outliers"
NA,NA,NA,NA,"","","Protein Modification By Small Protein Removal","upper"
"GO:0070647",0.0351559345021041,2.94390084801044,1.82708688245315,"5","78","Protein Modification By Small Protein Conjugation Or Removal","lower"
NA,NA,NA,NA,"","","Protein Modification By Small Protein Conjugation Or Removal","outliers"
NA,NA,NA,NA,"","","Protein Modification By Small Protein Conjugation Or Removal","upper"
"GO:0033365",0.00390169475815329,7.08970873786408,0.660775127768313,"4","29","Protein Localization to Organelle","upper"
"GO:0033365",0.00963157076404923,4.37794811320755,1.34007666098807,"5","29","Protein Localization to Organelle","outliers"
NA,NA,NA,NA,"","","Protein Localization to Organelle","lower"
"GO:0072657",0.0242779171948611,5.69413763806287,0.646933560477002,"3","14","Protein Localization to Membrane","outliers"
NA,NA,NA,NA,"","","Protein Localization to Membrane","lower"
NA,NA,NA,NA,"","","Protein Localization to Membrane","upper"
"GO:0070972",0.0121895699224302,7.83469626168224,0.508304940374787,"3","11","Protein Localization to Endoplasmic Reticulum","outliers"
NA,NA,NA,NA,"","","Protein Localization to Endoplasmic Reticulum","lower"
NA,NA,NA,NA,"","","Protein Localization to Endoplasmic Reticulum","upper"
"GO:0016579",0.00589627971444159,4.80529100529101,1.17120954003407,"5","50","Protein Deubiquitination","lower"
NA,NA,NA,NA,"","","Protein Deubiquitination","outliers"
NA,NA,NA,NA,"","","Protein Deubiquitination","upper"
"GO:0051189",0.023424190800681,Inf,0.0234241908006814,"1","1","Prosthetic Group Metabolic Process","lower"
NA,NA,NA,NA,"","","Prosthetic Group Metabolic Process","outliers"
NA,NA,NA,NA,"","","Prosthetic Group Metabolic Process","upper"
"GO:0043687",0.0368547936139236,2.9034749034749,1.85051107325383,"5","79","Post-translational Protein Modification","lower"
NA,NA,NA,NA,"","","Post-translational Protein Modification","outliers"
NA,NA,NA,NA,"","","Post-translational Protein Modification","upper"
"GO:0010608",0.00518912228008086,10.1538461538462,0.364565587734242,"3","16","Post-transcriptional Regulation of Gene Expression","upper"
"GO:0010608",0.0349048093521811,4.81595974119339,0.739352640545145,"3","16","Post-transcriptional Regulation of Gene Expression","outliers"
NA,NA,NA,NA,"","","Post-transcriptional Regulation of Gene Expression","lower"
"GO:0061014",0.0227853492333907,Inf,0.0227853492333901,"1","1","Positive Regulation of Mrna Catabolic Process","upper"
NA,NA,NA,NA,"","","Positive Regulation of Mrna Catabolic Process","lower"
NA,NA,NA,NA,"","","Positive Regulation of Mrna Catabolic Process","outliers"
"GO:0002684",0.00491795350722857,29.1174603174603,0.113926746166951,"2","5","Positive Regulation of Immune System Process","upper"
"GO:0002684",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Positive Regulation of Immune System Process","outliers"
NA,NA,NA,NA,"","","Positive Regulation of Immune System Process","lower"
"GO:0050778",0.00491795350722857,29.1174603174603,0.113926746166951,"2","5","Positive Regulation of Immune Response","upper"
"GO:0050778",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Positive Regulation of Immune Response","outliers"
NA,NA,NA,NA,"","","Positive Regulation of Immune Response","lower"
"GO:0070481",0.023424190800681,Inf,0.0234241908006814,"1","1","Nuclear-transcribed Mrna Catabolic Process, Non-stop Decay","lower"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process, Non-stop Decay","outliers"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process, Non-stop Decay","upper"
"GO:0070966",0.023424190800681,Inf,0.0234241908006814,"1","1","Nuclear-transcribed Mrna Catabolic Process, No-go Decay","lower"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process, No-go Decay","outliers"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process, No-go Decay","upper"
"GO:0000288",0.0227853492333907,Inf,0.0227853492333901,"1","1","Nuclear-transcribed Mrna Catabolic Process, Deadenylation-dependent Decay","upper"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process, Deadenylation-dependent Decay","lower"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process, Deadenylation-dependent Decay","outliers"
"GO:0000956",0.0382780139780647,8.32372093023256,0.323466780238501,"2","7","Nuclear-transcribed Mrna Catabolic Process","outliers"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process","lower"
NA,NA,NA,NA,"","","Nuclear-transcribed Mrna Catabolic Process","upper"
"GO:0023041",0.0227853492333907,Inf,0.0227853492333901,"1","1","Neuronal Signal Transduction","upper"
NA,NA,NA,NA,"","","Neuronal Signal Transduction","lower"
NA,NA,NA,NA,"","","Neuronal Signal Transduction","outliers"
"GO:0014033",0.023424190800681,Inf,0.0234241908006814,"1","1","Neural Crest Cell Differentiation","lower"
NA,NA,NA,NA,"","","Neural Crest Cell Differentiation","outliers"
NA,NA,NA,NA,"","","Neural Crest Cell Differentiation","upper"
"GO:0014032",0.023424190800681,Inf,0.0234241908006814,"1","1","Neural Crest Cell Development","lower"
NA,NA,NA,NA,"","","Neural Crest Cell Development","outliers"
NA,NA,NA,NA,"","","Neural Crest Cell Development","upper"
"GO:0010948",0.0205427270868013,10.9071428571429,0.227853492333901,"2","10","Negative Regulation of Cell Cycle Process","upper"
NA,NA,NA,NA,"","","Negative Regulation of Cell Cycle Process","lower"
NA,NA,NA,NA,"","","Negative Regulation of Cell Cycle Process","outliers"
"GO:1901988",0.016679867622858,12.4680272108844,0.205068143100511,"2","9","Negative Regulation of Cell Cycle Phase Transition","upper"
NA,NA,NA,NA,"","","Negative Regulation of Cell Cycle Phase Transition","lower"
NA,NA,NA,NA,"","","Negative Regulation of Cell Cycle Phase Transition","outliers"
"GO:0110156",0.0227853492333907,Inf,0.0227853492333901,"1","1","Mrna Methylguanosine-cap Decapping","upper"
NA,NA,NA,NA,"","","Mrna Methylguanosine-cap Decapping","lower"
NA,NA,NA,NA,"","","Mrna Methylguanosine-cap Decapping","outliers"
"GO:0061157",0.0227853492333907,Inf,0.0227853492333901,"1","1","Mrna Destabilization","upper"
NA,NA,NA,NA,"","","Mrna Destabilization","lower"
NA,NA,NA,NA,"","","Mrna Destabilization","outliers"
"GO:0072330",0.0382780139780647,8.32372093023256,0.323466780238501,"2","7","Monocarboxylic Acid Biosynthetic Process","outliers"
NA,NA,NA,NA,"","","Monocarboxylic Acid Biosynthetic Process","lower"
NA,NA,NA,NA,"","","Monocarboxylic Acid Biosynthetic Process","upper"
"GO:0043545",0.023424190800681,Inf,0.0234241908006814,"1","1","Molybdopterin Cofactor Metabolic Process","lower"
NA,NA,NA,NA,"","","Molybdopterin Cofactor Metabolic Process","outliers"
NA,NA,NA,NA,"","","Molybdopterin Cofactor Metabolic Process","upper"
"GO:0032324",0.023424190800681,Inf,0.0234241908006814,"1","1","Molybdopterin Cofactor Biosynthetic Process","lower"
NA,NA,NA,NA,"","","Molybdopterin Cofactor Biosynthetic Process","outliers"
NA,NA,NA,NA,"","","Molybdopterin Cofactor Biosynthetic Process","upper"
"GO:0019720",0.023424190800681,Inf,0.0234241908006814,"1","1","Mo-molybdopterin Cofactor Metabolic Process","lower"
NA,NA,NA,NA,"","","Mo-molybdopterin Cofactor Metabolic Process","outliers"
NA,NA,NA,NA,"","","Mo-molybdopterin Cofactor Metabolic Process","upper"
"GO:0006777",0.023424190800681,Inf,0.0234241908006814,"1","1","Mo-molybdopterin Cofactor Biosynthetic Process","lower"
NA,NA,NA,NA,"","","Mo-molybdopterin Cofactor Biosynthetic Process","outliers"
NA,NA,NA,NA,"","","Mo-molybdopterin Cofactor Biosynthetic Process","upper"
"GO:0000423",0.023424190800681,Inf,0.0234241908006814,"1","1","Mitophagy","lower"
NA,NA,NA,NA,"","","Mitophagy","outliers"
NA,NA,NA,NA,"","","Mitophagy","upper"
"GO:0099111",0.023424190800681,Inf,0.0234241908006814,"1","1","Microtubule-based Transport","lower"
NA,NA,NA,NA,"","","Microtubule-based Transport","outliers"
NA,NA,NA,NA,"","","Microtubule-based Transport","upper"
"GO:0060485",0.023424190800681,Inf,0.0234241908006814,"1","1","Mesenchyme Development","lower"
NA,NA,NA,NA,"","","Mesenchyme Development","outliers"
NA,NA,NA,NA,"","","Mesenchyme Development","upper"
"GO:0048762",0.023424190800681,Inf,0.0234241908006814,"1","1","Mesenchymal Cell Differentiation","lower"
NA,NA,NA,NA,"","","Mesenchymal Cell Differentiation","outliers"
NA,NA,NA,NA,"","","Mesenchymal Cell Differentiation","upper"
"GO:0051668",0.0293357021473036,5.21845794392523,0.693143100511073,"3","15","Localization Within Membrane","outliers"
NA,NA,NA,NA,"","","Localization Within Membrane","lower"
NA,NA,NA,NA,"","","Localization Within Membrane","upper"
"GO:0006547",0.000543820404105277,Inf,0.0468483816013629,"2","2","L-histidine Metabolic Process","lower"
"GO:0006547",0.00212593411019371,Inf,0.0924190800681431,"2","2","L-histidine Metabolic Process","outliers"
NA,NA,NA,NA,"","","L-histidine Metabolic Process","upper"
"GO:0019556",0.023424190800681,Inf,0.0234241908006814,"1","1","L-histidine Catabolic Process to Glutamate and Formamide","lower"
NA,NA,NA,NA,"","","L-histidine Catabolic Process to Glutamate and Formamide","outliers"
NA,NA,NA,NA,"","","L-histidine Catabolic Process to Glutamate and Formamide","upper"
"GO:0006548",0.000543820404105277,Inf,0.0468483816013629,"2","2","L-histidine Catabolic Process","lower"
"GO:0006548",0.00212593411019371,Inf,0.0924190800681431,"2","2","L-histidine Catabolic Process","outliers"
NA,NA,NA,NA,"","","L-histidine Catabolic Process","upper"
"GO:0170035",0.00766949877730879,21.212962962963,0.140545144804089,"2","6","L-amino Acid Catabolic Process","lower"
"GO:0170035",0.0281890517627267,10.406976744186,0.277257240204429,"2","6","L-amino Acid Catabolic Process","outliers"
NA,NA,NA,NA,"","","L-amino Acid Catabolic Process","upper"
"GO:0042073",0.023424190800681,Inf,0.0234241908006814,"1","1","Intraciliary Transport","lower"
NA,NA,NA,NA,"","","Intraciliary Transport","outliers"
NA,NA,NA,NA,"","","Intraciliary Transport","upper"
"GO:0002252",0.000514429609955134,Inf,0.0455706984667802,"2","2","Immune Effector Process","upper"
"GO:0002252",0.00212593411019371,Inf,0.0924190800681431,"2","2","Immune Effector Process","outliers"
NA,NA,NA,NA,"","","Immune Effector Process","lower"
"GO:0052803",0.000543820404105277,Inf,0.0468483816013629,"2","2","Imidazole-containing Compound Metabolic Process","lower"
"GO:0052803",0.00212593411019371,Inf,0.0924190800681431,"2","2","Imidazole-containing Compound Metabolic Process","outliers"
NA,NA,NA,NA,"","","Imidazole-containing Compound Metabolic Process","upper"
"GO:0052805",0.000543820404105277,Inf,0.0468483816013629,"2","2","Imidazole-containing Compound Catabolic Process","lower"
"GO:0052805",0.00212593411019371,Inf,0.0924190800681431,"2","2","Imidazole-containing Compound Catabolic Process","outliers"
NA,NA,NA,NA,"","","Imidazole-containing Compound Catabolic Process","upper"
"GO:0006959",0.00299528455359914,43.6857142857143,0.0911413969335605,"2","4","Humoral Immune Response","upper"
"GO:0006959",0.0119899295590675,20.8232558139535,0.184838160136286,"2","4","Humoral Immune Response","outliers"
NA,NA,NA,NA,"","","Humoral Immune Response","lower"
"GO:0006536",0.023424190800681,Inf,0.0234241908006814,"1","1","Glutamate Metabolic Process","lower"
NA,NA,NA,NA,"","","Glutamate Metabolic Process","outliers"
NA,NA,NA,NA,"","","Glutamate Metabolic Process","upper"
"GO:0006678",0.0227853492333907,Inf,0.0227853492333901,"1","1","Glucosylceramide Metabolic Process","upper"
NA,NA,NA,NA,"","","Glucosylceramide Metabolic Process","lower"
NA,NA,NA,NA,"","","Glucosylceramide Metabolic Process","outliers"
"GO:0006680",0.0227853492333907,Inf,0.0227853492333901,"1","1","Glucosylceramide Catabolic Process","upper"
NA,NA,NA,NA,"","","Glucosylceramide Catabolic Process","lower"
NA,NA,NA,NA,"","","Glucosylceramide Catabolic Process","outliers"
"GO:0006106",0.023424190800681,Inf,0.0234241908006814,"1","1","Fumarate Metabolic Process","lower"
NA,NA,NA,NA,"","","Fumarate Metabolic Process","outliers"
NA,NA,NA,NA,"","","Fumarate Metabolic Process","upper"
"GO:0043606",0.023424190800681,Inf,0.0234241908006814,"1","1","Formamide Metabolic Process","lower"
NA,NA,NA,NA,"","","Formamide Metabolic Process","outliers"
NA,NA,NA,NA,"","","Formamide Metabolic Process","upper"
"GO:0006633",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Fatty Acid Biosynthetic Process","outliers"
NA,NA,NA,NA,"","","Fatty Acid Biosynthetic Process","lower"
NA,NA,NA,NA,"","","Fatty Acid Biosynthetic Process","upper"
"GO:0045338",0.0463045611972573,42.0642201834862,0.0468483816013629,"1","2","Farnesyl Diphosphate Metabolic Process","lower"
NA,NA,NA,NA,"","","Farnesyl Diphosphate Metabolic Process","outliers"
NA,NA,NA,NA,"","","Farnesyl Diphosphate Metabolic Process","upper"
"GO:0045337",0.0463045611972573,42.0642201834862,0.0468483816013629,"1","2","Farnesyl Diphosphate Biosynthetic Process","lower"
NA,NA,NA,NA,"","","Farnesyl Diphosphate Biosynthetic Process","outliers"
NA,NA,NA,NA,"","","Farnesyl Diphosphate Biosynthetic Process","upper"
"GO:0072594",0.00190501432715224,8.87184466019417,0.546848381601363,"4","24","Establishment of Protein Localization to Organelle","upper"
"GO:0072594",0.00415892841912103,5.53624627606753,1.10902896081772,"5","24","Establishment of Protein Localization to Organelle","outliers"
NA,NA,NA,NA,"","","Establishment of Protein Localization to Organelle","lower"
"GO:0090150",0.0242779171948611,5.69413763806287,0.646933560477002,"3","14","Establishment of Protein Localization to Membrane","outliers"
NA,NA,NA,NA,"","","Establishment of Protein Localization to Membrane","lower"
NA,NA,NA,NA,"","","Establishment of Protein Localization to Membrane","upper"
"GO:0072599",0.016679867622858,12.4680272108844,0.205068143100511,"2","9","Establishment of Protein Localization to Endoplasmic Reticulum","upper"
"GO:0072599",0.00664599264668795,10.4509345794393,0.415885860306644,"3","9","Establishment of Protein Localization to Endoplasmic Reticulum","outliers"
NA,NA,NA,NA,"","","Establishment of Protein Localization to Endoplasmic Reticulum","lower"
"GO:0015980",0.0293687795897658,4.91732566498922,0.679301533219761,"3","29","Energy Derivation By Oxidation of Organic Compounds","lower"
NA,NA,NA,NA,"","","Energy Derivation By Oxidation of Organic Compounds","outliers"
NA,NA,NA,NA,"","","Energy Derivation By Oxidation of Organic Compounds","upper"
"GO:0006265",0.0100238230748182,17.4628571428571,0.159497444633731,"2","7","Dna Topological Change","upper"
"GO:0006265",0.0382780139780647,8.32372093023256,0.323466780238501,"2","7","Dna Topological Change","outliers"
NA,NA,NA,NA,"","","Dna Topological Change","lower"
"GO:0031570",0.00491795350722857,29.1174603174603,0.113926746166951,"2","5","Dna Integrity Checkpoint Signaling","upper"
"GO:0031570",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Dna Integrity Checkpoint Signaling","outliers"
NA,NA,NA,NA,"","","Dna Integrity Checkpoint Signaling","lower"
"GO:0006974",0.0104839062631351,3.52761855132882,1.86839863713799,"6","82","Dna Damage Response","upper"
NA,NA,NA,NA,"","","Dna Damage Response","lower"
NA,NA,NA,NA,"","","Dna Damage Response","outliers"
"GO:0000077",0.00491795350722857,29.1174603174603,0.113926746166951,"2","5","Dna Damage Checkpoint Signaling","upper"
"GO:0000077",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Dna Damage Checkpoint Signaling","outliers"
NA,NA,NA,NA,"","","Dna Damage Checkpoint Signaling","lower"
"GO:0071103",0.0100238230748182,17.4628571428571,0.159497444633731,"2","7","Dna Conformation Change","upper"
"GO:0071103",0.0382780139780647,8.32372093023256,0.323466780238501,"2","7","Dna Conformation Change","outliers"
NA,NA,NA,NA,"","","Dna Conformation Change","lower"
"GO:0043648",0.00519221200712613,28.2901234567901,0.117120954003407,"2","5","Dicarboxylic Acid Metabolic Process","lower"
"GO:0043648",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Dicarboxylic Acid Metabolic Process","outliers"
NA,NA,NA,NA,"","","Dicarboxylic Acid Metabolic Process","upper"
"GO:0051607",0.0227853492333907,Inf,0.0227853492333901,"1","1","Defense Response to Virus","upper"
NA,NA,NA,NA,"","","Defense Response to Virus","lower"
NA,NA,NA,NA,"","","Defense Response to Virus","outliers"
"GO:0000290",0.0227853492333907,Inf,0.0227853492333901,"1","1","Deadenylation-dependent Decapping of Nuclear-transcribed Mrna","upper"
NA,NA,NA,NA,"","","Deadenylation-dependent Decapping of Nuclear-transcribed Mrna","lower"
NA,NA,NA,NA,"","","Deadenylation-dependent Decapping of Nuclear-transcribed Mrna","outliers"
"GO:0006613",0.016679867622858,12.4680272108844,0.205068143100511,"2","9","Cotranslational Protein Targeting to Membrane","upper"
"GO:0006613",0.00664599264668795,10.4509345794393,0.415885860306644,"3","9","Cotranslational Protein Targeting to Membrane","outliers"
NA,NA,NA,NA,"","","Cotranslational Protein Targeting to Membrane","lower"
"GO:0006956",0.000514429609955134,Inf,0.0455706984667802,"2","2","Complement Activation","upper"
"GO:0006956",0.00212593411019371,Inf,0.0924190800681431,"2","2","Complement Activation","outliers"
NA,NA,NA,NA,"","","Complement Activation","lower"
"GO:0051276",0.00120103121265659,7.20746363061354,0.820272572402044,"5","36","Chromosome Organization","upper"
"GO:0051276",0.00552230081355006,4.21706161137441,1.66354344122658,"6","36","Chromosome Organization","outliers"
NA,NA,NA,NA,"","","Chromosome Organization","lower"
"GO:0030261",0.0227853492333907,Inf,0.0227853492333901,"1","1","Chromosome Condensation","upper"
NA,NA,NA,NA,"","","Chromosome Condensation","lower"
NA,NA,NA,NA,"","","Chromosome Condensation","outliers"
"GO:0033554",0.012397529279042,3.39140243138238,1.93675468483816,"6","85","Cellular Response to Stress","upper"
NA,NA,NA,NA,"","","Cellular Response to Stress","lower"
NA,NA,NA,NA,"","","Cellular Response to Stress","outliers"
"GO:0045333",0.0219780947999164,5.56237301909793,0.609028960817717,"3","26","Cellular Respiration","lower"
NA,NA,NA,NA,"","","Cellular Respiration","outliers"
NA,NA,NA,NA,"","","Cellular Respiration","upper"
"GO:0008283",0.00491795350722857,29.1174603174603,0.113926746166951,"2","5","Cell Population Proliferation","upper"
"GO:0008283",0.0193776490085489,13.8790697674419,0.231047700170358,"2","5","Cell Population Proliferation","outliers"
NA,NA,NA,NA,"","","Cell Population Proliferation","lower"
"GO:0000075",0.0131675300104611,14.5492063492063,0.182282793867121,"2","8","Cell Cycle Checkpoint Signaling","upper"
NA,NA,NA,NA,"","","Cell Cycle Checkpoint Signaling","lower"
NA,NA,NA,NA,"","","Cell Cycle Checkpoint Signaling","outliers"
"GO:0007155",0.00141731006360679,3.73942486085343,2.71145655877342,"9","119","Cell Adhesion","upper"
"GO:0007155",0.00307870577257652,2.62897706252312,5.49893526405451,"13","119","Cell Adhesion","outliers"
NA,NA,NA,NA,"","","Cell Adhesion","lower"
